ligra-13,Radii-24500M,CF-184750M,PageRankDelta-24000M,Triangle-25000M,BFSCC-17000M,Components-Shortcut-22000M,Radii-25000M,Components-Shortcut-17000M
ligra-14,Radii-24500M,CF-184750M,PageRankDelta-24000M,Triangle-25000M,BFSCC-17000M,PageRankDelta-17000M,Radii-25000M,Components-Shortcut-17000M
ligra-15,Radii-24500M,CF-184750M,PageRankDelta-24000M,Triangle-25000M,PageRank-51000M,BFSCC-17000M,Components-Shortcut-22000M,Radii-25000M
ligra-16,Radii-24500M,PageRankDelta-24000M,PageRank-51000M,BFSCC-17000M,Components-Shortcut-22000M,PageRankDelta-17000M,Radii-25000M,Components-Shortcut-17000M
ligra-17,Radii-24500M,CF-184750M,PageRankDelta-24000M,Triangle-25000M,Components-Shortcut-22000M,PageRankDelta-17000M,Radii-25000M,Components-Shortcut-17000M
ligra-18,Radii-24500M,Triangle-25000M,PageRank-51000M,BFSCC-17000M,Components-Shortcut-22000M,PageRankDelta-17000M,Radii-25000M,Components-Shortcut-17000M
ligra-19,Radii-24500M,CF-184750M,PageRankDelta-24000M,PageRank-51000M,BFSCC-17000M,PageRankDelta-17000M,Radii-25000M,Components-Shortcut-17000M
ligra-20,Radii-24500M,CF-184750M,PageRankDelta-24000M,Triangle-25000M,PageRank-51000M,BFSCC-17000M,PageRankDelta-17000M,Components-Shortcut-17000M
ligra-21,Radii-24500M,CF-184750M,Triangle-25000M,PageRank-51000M,BFSCC-17000M,PageRankDelta-17000M,Radii-25000M,Components-Shortcut-17000M
ligra-22,CF-184750M,PageRankDelta-24000M,Triangle-25000M,BFSCC-17000M,Components-Shortcut-22000M,PageRankDelta-17000M,Radii-25000M,Components-Shortcut-17000M
ligra-23,Radii-24500M,CF-184750M,PageRankDelta-24000M,BFSCC-17000M,Components-Shortcut-22000M,PageRankDelta-17000M,Radii-25000M,Components-Shortcut-17000M
ligra-24,CF-184750M,PageRankDelta-24000M,Triangle-25000M,PageRank-51000M,BFSCC-17000M,PageRankDelta-17000M,Radii-25000M,Components-Shortcut-17000M
spec17-0,605.mcf_s-1644B,605.mcf_s-472B,621.wrf_s-6673B,602.gcc_s-734B,654.roms_s-523B,623.xalancbmk_s-10B,620.omnetpp_s-874B,603.bwaves_s-891B
spec17-1,649.fotonik3d_s-7084B,605.mcf_s-1644B,621.wrf_s-6673B,602.gcc_s-734B,605.mcf_s-484B,623.xalancbmk_s-10B,620.omnetpp_s-874B,603.bwaves_s-891B
spec17-2,649.fotonik3d_s-7084B,605.mcf_s-1644B,621.wrf_s-6673B,654.roms_s-523B,605.mcf_s-484B,623.xalancbmk_s-10B,620.omnetpp_s-874B,603.bwaves_s-891B
spec17-3,605.mcf_s-1554B,649.fotonik3d_s-7084B,605.mcf_s-472B,621.wrf_s-6673B,605.mcf_s-484B,623.xalancbmk_s-10B,620.omnetpp_s-874B,603.bwaves_s-891B
spec17-4,605.mcf_s-1554B,605.mcf_s-1644B,605.mcf_s-472B,621.wrf_s-6673B,654.roms_s-523B,623.xalancbmk_s-10B,620.omnetpp_s-874B,603.bwaves_s-891B
spec17-5,607.cactuBSSN_s-2421B,605.mcf_s-1554B,605.mcf_s-1644B,605.mcf_s-472B,654.roms_s-523B,605.mcf_s-484B,623.xalancbmk_s-10B,620.omnetpp_s-874B
spec17-6,649.fotonik3d_s-7084B,605.mcf_s-1644B,605.mcf_s-472B,602.gcc_s-734B,654.roms_s-523B,605.mcf_s-484B,623.xalancbmk_s-10B,603.bwaves_s-891B
spec17-7,607.cactuBSSN_s-2421B,649.fotonik3d_s-7084B,605.mcf_s-472B,621.wrf_s-6673B,602.gcc_s-734B,654.roms_s-523B,605.mcf_s-484B,603.bwaves_s-891B
spec17-8,607.cactuBSSN_s-2421B,605.mcf_s-1554B,605.mcf_s-1644B,605.mcf_s-472B,654.roms_s-523B,605.mcf_s-484B,623.xalancbmk_s-10B,603.bwaves_s-891B
spec17-9,605.mcf_s-1554B,649.fotonik3d_s-7084B,605.mcf_s-1644B,605.mcf_s-472B,621.wrf_s-6673B,602.gcc_s-734B,654.roms_s-523B,620.omnetpp_s-874B
spec17-10,605.mcf_s-1554B,605.mcf_s-472B,621.wrf_s-6673B,602.gcc_s-734B,654.roms_s-523B,605.mcf_s-484B,623.xalancbmk_s-10B,620.omnetpp_s-874B
spec17-11,649.fotonik3d_s-7084B,605.mcf_s-1644B,621.wrf_s-6673B,602.gcc_s-734B,654.roms_s-523B,623.xalancbmk_s-10B,620.omnetpp_s-874B,603.bwaves_s-891B
spec17-12,605.mcf_s-1554B,649.fotonik3d_s-7084B,605.mcf_s-1644B,605.mcf_s-472B,621.wrf_s-6673B,602.gcc_s-734B,605.mcf_s-484B,620.omnetpp_s-874B
spec17-13,605.mcf_s-1554B,605.mcf_s-1644B,605.mcf_s-472B,654.roms_s-523B,605.mcf_s-484B,623.xalancbmk_s-10B,620.omnetpp_s-874B,603.bwaves_s-891B
spec17-14,607.cactuBSSN_s-2421B,605.mcf_s-1554B,649.fotonik3d_s-7084B,605.mcf_s-472B,621.wrf_s-6673B,654.roms_s-523B,623.xalancbmk_s-10B,620.omnetpp_s-874B
spec17-15,607.cactuBSSN_s-2421B,605.mcf_s-1554B,649.fotonik3d_s-7084B,605.mcf_s-1644B,605.mcf_s-472B,602.gcc_s-734B,654.roms_s-523B,623.xalancbmk_s-10B
spec17-16,605.mcf_s-1554B,649.fotonik3d_s-7084B,605.mcf_s-1644B,621.wrf_s-6673B,602.gcc_s-734B,654.roms_s-523B,623.xalancbmk_s-10B,603.bwaves_s-891B
spec17-17,607.cactuBSSN_s-2421B,649.fotonik3d_s-7084B,605.mcf_s-1644B,605.mcf_s-472B,621.wrf_s-6673B,602.gcc_s-734B,654.roms_s-523B,623.xalancbmk_s-10B
spec17-18,649.fotonik3d_s-7084B,605.mcf_s-1644B,605.mcf_s-472B,621.wrf_s-6673B,602.gcc_s-734B,605.mcf_s-484B,623.xalancbmk_s-10B,620.omnetpp_s-874B
spec17-19,607.cactuBSSN_s-2421B,605.mcf_s-1554B,649.fotonik3d_s-7084B,605.mcf_s-1644B,602.gcc_s-734B,654.roms_s-523B,605.mcf_s-484B,623.xalancbmk_s-10B
spec17-20,605.mcf_s-1554B,649.fotonik3d_s-7084B,605.mcf_s-1644B,605.mcf_s-472B,602.gcc_s-734B,654.roms_s-523B,620.omnetpp_s-874B,603.bwaves_s-891B
spec17-21,605.mcf_s-1554B,649.fotonik3d_s-7084B,605.mcf_s-1644B,621.wrf_s-6673B,602.gcc_s-734B,605.mcf_s-484B,623.xalancbmk_s-10B,603.bwaves_s-891B
spec17-22,607.cactuBSSN_s-2421B,605.mcf_s-1554B,649.fotonik3d_s-7084B,605.mcf_s-1644B,605.mcf_s-472B,654.roms_s-523B,623.xalancbmk_s-10B,603.bwaves_s-891B
spec17-23,605.mcf_s-1554B,649.fotonik3d_s-7084B,621.wrf_s-6673B,602.gcc_s-734B,654.roms_s-523B,605.mcf_s-484B,620.omnetpp_s-874B,603.bwaves_s-891B
spec17-24,607.cactuBSSN_s-2421B,605.mcf_s-1554B,649.fotonik3d_s-7084B,605.mcf_s-1644B,605.mcf_s-472B,621.wrf_s-6673B,605.mcf_s-484B,603.bwaves_s-891B
ml-0,llama2.c_15M-2,stable_diffusion.cpp_v1_5-2,bark.cpp-5,biogpt.cpp-1,stable_diffusion.cpp_v2_1-2,biogpt.cpp-2,vit.cpp_base-1,vit.cpp_large-1
ml-1,bark.cpp-1,bark.cpp-2,bark.cpp-4,stable_diffusion.cpp_v1_5-2,llama2.c_15M-3,stable_diffusion.cpp_v2_1-1,clip-3,whisper-2
ml-2,llama2.c_110M-3,bark.cpp-5,stable_diffusion.cpp_v2_1-2,llama2.c_42M-3,clip-3,llama2.c_110M-1,llama2.c_110M-2,whisper-3
ml-3,llama2.c_110M-3,stable_diffusion.cpp_v1_4-2,bark.cpp-4,llama2.c_42M-2,stable_diffusion.cpp_v2_1-3,biogpt.cpp-3,vit.cpp_base-1,whisper-1
ml-4,llama2.c_15M-1,stable_diffusion.cpp_v1_5-2,bark.cpp-5,llama2.c_15M-3,stable_diffusion.cpp_v2_1-1,llama2.c_42M-2,whisper-1,llama2.c_110M-1
ml-5,bark.cpp-2,llama2.c_15M-3,stable_diffusion.cpp_v2_1-1,biogpt.cpp-1,biogpt.cpp-3,vit.cpp_base-1,clip-1,whisper-3
ml-6,stable_diffusion.cpp_v1_4-1,bark.cpp-5,llama2.c_15M-3,biogpt.cpp-1,stable_diffusion.cpp_v2_1-2,stable_diffusion.cpp_v2_1-3,clip-3,llama2.c_110M-2
ml-7,stable_diffusion.cpp_v1_4-1,stable_diffusion.cpp_v1_4-2,stable_diffusion.cpp_v2_1-1,biogpt.cpp-2,llama2.c_42M-2,clip-1,whisper-1,llama2.c_110M-1
ml-8,bark.cpp-2,stable_diffusion.cpp_v1_4-2,stable_diffusion.cpp_v1_5-2,llama2.c_42M-1,vit.cpp_base-1,clip-3,llama2.c_110M-1,whisper-2
ml-9,llama2.c_15M-1,stable_diffusion.cpp_v1_4-2,stable_diffusion.cpp_v1_5-2,llama2.c_15M-3,biogpt.cpp-3,vit.cpp_base-1,whisper-1,whisper-2
ml-10,llama2.c_110M-3,stable_diffusion.cpp_v1_4-1,stable_diffusion.cpp_v2_1-1,stable_diffusion.cpp_v2_1-2,llama2.c_42M-3,clip-1,vit.cpp_large-1,whisper-3
ml-11,bark.cpp-1,bark.cpp-2,stable_diffusion.cpp_v2_1-1,llama2.c_42M-2,biogpt.cpp-3,vit.cpp_large-1,clip-3,whisper-1
ml-12,stable_diffusion.cpp_v1_4-1,llama2.c_15M-3,llama2.c_42M-2,biogpt.cpp-3,llama2.c_42M-3,vit.cpp_base-1,whisper-2,whisper-3
ml-13,stable_diffusion.cpp_v1_4-2,bark.cpp-4,stable_diffusion.cpp_v2_1-1,biogpt.cpp-2,llama2.c_42M-3,clip-1,whisper-1,llama2.c_110M-2
ml-14,llama2.c_15M-1,stable_diffusion.cpp_v1_4-2,biogpt.cpp-1,llama2.c_42M-1,biogpt.cpp-3,llama2.c_42M-3,vit.cpp_large-1,whisper-2
ml-15,llama2.c_110M-3,stable_diffusion.cpp_v1_4-1,bark.cpp-2,biogpt.cpp-1,stable_diffusion.cpp_v2_1-2,clip-1,vit.cpp_large-1,llama2.c_110M-2
ml-16,llama2.c_110M-3,bark.cpp-4,stable_diffusion.cpp_v1_5-2,bark.cpp-5,llama2.c_15M-3,biogpt.cpp-3,vit.cpp_base-1,llama2.c_110M-1
ml-17,llama2.c_110M-3,stable_diffusion.cpp_v2_1-2,stable_diffusion.cpp_v2_1-3,vit.cpp_base-1,vit.cpp_large-1,clip-3,whisper-1,whisper-3
ml-18,llama2.c_110M-3,bark.cpp-2,stable_diffusion.cpp_v1_4-2,bark.cpp-4,stable_diffusion.cpp_v1_5-2,clip-1,llama2.c_110M-1,llama2.c_110M-2
ml-19,stable_diffusion.cpp_v1_4-1,bark.cpp-2,stable_diffusion.cpp_v1_5-2,llama2.c_15M-3,biogpt.cpp-3,vit.cpp_large-1,whisper-1,whisper-2
ml-20,bark.cpp-1,bark.cpp-2,stable_diffusion.cpp_v1_5-2,stable_diffusion.cpp_v2_1-2,llama2.c_42M-3,clip-3,whisper-1,whisper-3
ml-21,llama2.c_15M-1,llama2.c_15M-2,llama2.c_15M-3,stable_diffusion.cpp_v2_1-1,llama2.c_42M-1,llama2.c_42M-2,vit.cpp_base-1,whisper-3
ml-22,bark.cpp-1,llama2.c_110M-3,stable_diffusion.cpp_v1_4-1,stable_diffusion.cpp_v1_4-2,bark.cpp-5,biogpt.cpp-1,llama2.c_42M-1,llama2.c_42M-3
ml-23,stable_diffusion.cpp_v1_4-1,bark.cpp-2,bark.cpp-5,biogpt.cpp-3,clip-1,whisper-2,llama2.c_110M-2,whisper-3
ml-24,bark.cpp-1,llama2.c_42M-1,biogpt.cpp-2,llama2.c_42M-2,llama2.c_42M-3,vit.cpp_large-1,whisper-2,llama2.c_110M-2
google-0,arizona-0,merced-4,charlie-4,tango-1,merced-1,sierra3-2,sierra6-0,sierra6-2
google-1,charlie-3,merced-4,arizona-1,yankee-2,yankee-3,merced-1,sierra3-3,sierra6-3
google-2,tango-3,yankee-4,charlie-1,sierra3-3,sierra3-4,sierra4-1,sierra6-0,sierra6-1
google-3,merced-0,tango-3,tahoe-3,tango-4,tahoe-4,sierra3-0,sierra3-3,sierra6-0
google-4,tango-2,yankee-3,merced-1,yankee-4,merced-2,tango-4,sierra3-3,sierra6-3
google-5,arizona-0,arizona-1,merced-0,tango-3,charlie-1,merced-2,tahoe-4,sierra3-2
google-6,yankee-1,merced-0,tango-2,tango-4,charlie-2,sierra3-3,sierra4-0,sierra6-3
google-7,arizona-0,yankee-1,charlie-4,arizona-2,merced-2,tango-4,charlie-2,sierra6-3
google-8,arizona-0,yankee-3,tango-4,merced-3,sierra3-1,sierra4-1,sierra6-0,sierra6-3
google-9,arizona-1,merced-0,tango-2,merced-1,tahoe-2,tango-3,tahoe-3,sierra6-4
google-10,charlie-4,tahoe-1,merced-1,sierra3-3,sierra4-1,sierra4-4,sierra6-1,sierra6-3
google-11,charlie-3,arizona-1,yankee-4,charlie-1,sierra4-2,sierra4-4,sierra6-2,sierra6-3
google-12,charlie-3,tango-0,arizona-2,yankee-3,tahoe-4,sierra4-0,sierra4-2,sierra6-1
google-13,merced-0,tango-3,charlie-1,yankee-0,sierra3-1,sierra3-3,sierra3-4,sierra4-1
google-14,tahoe-0,arizona-2,tahoe-1,yankee-4,charlie-1,tahoe-3,sierra4-1,sierra4-4
google-15,arizona-0,arizona-1,charlie-4,tango-2,yankee-3,merced-1,yankee-0,sierra4-1
google-16,tahoe-0,merced-1,merced-2,charlie-2,sierra3-2,sierra4-1,sierra4-3,sierra6-4
google-17,tahoe-1,yankee-4,tahoe-3,tahoe-4,sierra3-0,sierra3-2,sierra3-3,sierra6-2
google-18,merced-4,yankee-1,charlie-4,yankee-2,merced-0,sierra4-0,sierra4-2,sierra4-4
google-19,arizona-0,merced-4,arizona-1,yankee-2,charlie-0,merced-3,sierra3-1,sierra6-2
google-20,tahoe-0,tango-2,yankee-3,tango-3,merced-3,yankee-0,sierra4-4,sierra6-3
google-21,arizona-1,arizona-2,merced-0,tango-3,tahoe-3,sierra3-0,sierra3-3,sierra6-3
google-22,merced-4,yankee-3,tahoe-3,sierra3-1,sierra3-4,sierra4-1,sierra6-1,sierra6-3
google-23,charlie-3,yankee-1,tango-2,charlie-0,tango-3,tango-4,sierra3-0,sierra4-0
google-24,yankee-1,tango-3,merced-2,tahoe-3,sierra3-0,sierra3-2,sierra3-4,sierra6-4
gap-0,sssp-14,bc-12,sssp-10,bc-3,bfs-3,bfs-8,cc-6,sssp-5
gap-1,sssp-14,bc-12,sssp-10,bfs-14,bc-3,bc-5,sssp-3,sssp-5
gap-2,cc-14,sssp-14,cc-5,bc-3,bc-5,bfs-3,bfs-8,sssp-5
gap-3,bc-0,cc-14,bc-12,cc-5,bfs-14,cc-13,cc-6,sssp-3
gap-4,bc-0,cc-14,sssp-14,bfs-14,bfs-10,bfs-3,bfs-8,cc-6
gap-5,bc-0,sssp-14,sssp-10,bc-5,bfs-3,bfs-8,sssp-3,sssp-5
gap-6,cc-14,sssp-14,bc-12,bfs-14,cc-13,cc-6,sssp-3,sssp-5
gap-7,bc-0,bc-12,cc-5,sssp-10,bfs-14,bfs-10,bc-3,sssp-3
gap-8,bc-0,bc-12,cc-5,bfs-14,cc-13,bc-5,bfs-8,cc-6
gap-9,bc-0,sssp-14,bc-12,sssp-10,cc-13,bc-3,bfs-3,bfs-8
gap-10,cc-5,bfs-14,bfs-10,cc-13,bc-5,bfs-3,bfs-8,sssp-5
gap-11,sssp-14,cc-5,bc-3,bc-5,bfs-3,bfs-8,cc-6,sssp-3
gap-12,cc-14,sssp-14,bc-12,sssp-10,bfs-10,bc-3,cc-6,sssp-3
gap-13,bc-0,bc-12,bfs-10,cc-13,bc-5,bfs-3,cc-6,sssp-3
gap-14,bc-0,cc-14,sssp-14,sssp-10,bfs-14,bfs-3,bfs-8,sssp-3
gap-15,bc-0,sssp-14,cc-5,bfs-10,cc-13,bc-3,bc-5,bfs-8
gap-16,cc-14,sssp-14,bfs-14,bfs-10,bc-3,bc-5,cc-6,sssp-3
gap-17,sssp-14,bfs-14,bfs-10,cc-13,bc-5,bfs-3,bfs-8,sssp-3
gap-18,cc-14,sssp-14,cc-5,bfs-10,bc-3,bc-5,bfs-8,cc-6
gap-19,bc-0,cc-14,sssp-10,bfs-14,bc-5,bfs-8,cc-6,sssp-5
gap-20,bc-0,sssp-14,bc-12,sssp-10,bfs-14,bfs-10,bc-3,bfs-8
gap-21,cc-14,sssp-14,bc-12,cc-5,sssp-10,bfs-10,bc-3,cc-6
gap-22,bc-12,sssp-10,bfs-14,bc-3,bfs-3,bfs-8,sssp-3,sssp-5
gap-23,cc-14,sssp-14,sssp-10,bfs-14,cc-13,bc-5,sssp-3,sssp-5
gap-24,bc-12,cc-5,bfs-14,bfs-10,cc-13,bc-3,bc-5,cc-6
mix-0,605.mcf_s-472B,623.xalancbmk_s-10B,605.mcf_s-1554B,llama2.c_15M-2,Radii-24500M,llama2.c_110M-2,cc-13,bark.cpp-2
mix-1,bfs-10,cc-14,603.bwaves_s-891B,CF-184750M,yankee-0,PageRankDelta-24000M,Radii-25000M,charlie-2
mix-2,649.fotonik3d_s-7084B,Components-Shortcut-22000M,bark.cpp-1,tahoe-2,605.mcf_s-1554B,tahoe-4,654.roms_s-523B,Components-Shortcut-17000M
mix-3,Radii-24500M,605.mcf_s-1644B,clip-3,biogpt.cpp-1,charlie-3,Components-Shortcut-22000M,605.mcf_s-484B,Components-Shortcut-17000M
mix-4,605.mcf_s-472B,bc-0,Triangle-25000M,yankee-1,PageRankDelta-17000M,whisper-3,cc-14,607.cactuBSSN_s-2421B
mix-5,605.mcf_s-1554B,bc-5,BFSCC-17000M,CF-184750M,charlie-2,Components-Shortcut-22000M,bfs-10,sierra6-2
mix-6,bc-12,Radii-24500M,tango-0,tango-1,llama2.c_15M-3,620.omnetpp_s-874B,649.fotonik3d_s-7084B,Components-Shortcut-17000M
mix-7,llama2.c_110M-2,cc-5,charlie-0,649.fotonik3d_s-7084B,biogpt.cpp-3,BFSCC-17000M,PageRank-51000M,bfs-3
mix-8,Radii-25000M,623.xalancbmk_s-10B,620.omnetpp_s-874B,Triangle-25000M,Components-Shortcut-22000M,603.bwaves_s-891B,biogpt.cpp-2,654.roms_s-523B
mix-9,621.wrf_s-6673B,Triangle-25000M,BFSCC-17000M,CF-184750M,sierra6-1,biogpt.cpp-3,bfs-14,whisper-1
mix-10,602.gcc_s-734B,sierra3-2,bfs-3,605.mcf_s-484B,621.wrf_s-6673B,623.xalancbmk_s-10B,llama2.c_42M-3,BFSCC-17000M
mix-11,charlie-2,cc-14,605.mcf_s-1644B,649.fotonik3d_s-7084B,vit.cpp_base-1,sierra4-0,stable_diffusion.cpp_v2_1-1,bfs-14
mix-12,cc-13,620.omnetpp_s-874B,llama2.c_110M-1,bfs-3,bc-3,sierra6-1,bfs-14,605.mcf_s-484B
mix-13,sssp-3,tango-4,602.gcc_s-734B,CF-184750M,654.roms_s-523B,PageRankDelta-24000M,merced-4,tango-0
mix-14,607.cactuBSSN_s-2421B,Radii-24500M,605.mcf_s-472B,sierra4-2,605.mcf_s-1644B,bark.cpp-2,clip-1,cc-6
mix-15,bfs-3,bc-0,PageRankDelta-17000M,Radii-25000M,623.xalancbmk_s-10B,sierra3-2,649.fotonik3d_s-7084B,sierra4-1
mix-16,BFSCC-17000M,tango-1,tahoe-4,vit.cpp_large-1,bc-0,605.mcf_s-472B,649.fotonik3d_s-7084B,bc-5
mix-17,bark.cpp-2,tango-2,bfs-10,sierra4-3,sierra3-4,607.cactuBSSN_s-2421B,tahoe-0,PageRankDelta-17000M
mix-18,tango-0,cc-13,vit.cpp_base-1,sierra4-2,605.mcf_s-472B,605.mcf_s-1554B,stable_diffusion.cpp_v2_1-1,bark.cpp-1
mix-19,yankee-2,605.mcf_s-472B,stable_diffusion.cpp_v2_1-2,llama2.c_110M-2,stable_diffusion.cpp_v1_4-2,tahoe-1,biogpt.cpp-3,arizona-0
mix-20,sierra3-1,621.wrf_s-6673B,cc-13,605.mcf_s-484B,yankee-0,llama2.c_110M-3,654.roms_s-523B,bfs-8
mix-21,bfs-14,621.wrf_s-6673B,stable_diffusion.cpp_v2_1-1,bfs-10,605.mcf_s-472B,yankee-0,sierra3-2,tahoe-3
mix-22,stable_diffusion.cpp_v1_4-2,sierra4-4,bfs-8,bark.cpp-5,PageRank-51000M,605.mcf_s-1644B,whisper-1,tahoe-3
mix-23,whisper-3,Radii-25000M,vit.cpp_large-1,sssp-3,sierra3-1,PageRankDelta-17000M,623.xalancbmk_s-10B,CF-184750M
mix-24,Radii-25000M,621.wrf_s-6673B,stable_diffusion.cpp_v2_1-1,bc-0,cc-6,yankee-1,bc-5,sssp-3
